iter	Logloss
231	0.6884061968
232	0.6883840679
233	0.68836324
234	0.6883422608
235	0.6883162645
236	0.6882901436
237	0.6882662246
238	0.6882398835
239	0.688217111
240	0.6881939339
241	0.6881732571
242	0.6881468831
243	0.6881200085
244	0.6881014435
245	0.6880788898
246	0.6880555915
247	0.6880337086
248	0.688010642
249	0.6879898724
250	0.6879667279
251	0.6879401683
252	0.6879134026
253	0.6878851197
254	0.6878703496
255	0.6878424622
256	0.6878248283
257	0.6878032311
258	0.6877766705
259	0.6877579168
260	0.6877315108
261	0.6877115424
262	0.6876847423
263	0.6876656597
264	0.6876367013
265	0.6876137931
266	0.6875881767
267	0.6875845165
268	0.6875601027
269	0.6875363642
270	0.6875163591
271	0.6874931687
272	0.6874691307
273	0.6874517239
274	0.687430175
275	0.6874142509
276	0.6873941534
277	0.6873830108
278	0.687360575
279	0.6873347046
280	0.6873249016
281	0.6873095566
282	0.6872880227
283	0.687281774
284	0.6872572109
285	0.6872327132
286	0.6872099993
287	0.6871829631
288	0.6871600307
289	0.6871428838
290	0.6871306134
291	0.6871077083
292	0.687083846
293	0.6870672642
294	0.6870424853
295	0.6870315071
296	0.6870127548
297	0.6870070461
298	0.6869864554
299	0.686960843
300	0.6869392611
301	0.6869159365
302	0.6869000509
303	0.6868842581
304	0.6868571103
305	0.6868365823
306	0.6868155476
307	0.68679277
308	0.6867693529
309	0.6867554629
310	0.6867330574
311	0.6867109986
312	0.6866888699
313	0.6866665338
314	0.6866471141
315	0.6866315987
316	0.6866113959
317	0.6865863251
318	0.6865602223
319	0.6865372831
320	0.6865223627
321	0.6864938637
322	0.6864673627
323	0.6864604114
324	0.6864350967
325	0.6864105929
326	0.6863821566
327	0.6863527598
328	0.6863270874
329	0.6863042283
330	0.6862839253
331	0.6862639244
332	0.6862395525
333	0.6862315347
334	0.6862069331
335	0.6861836144
336	0.6861597057
337	0.6861341198
338	0.6861084843
339	0.6860873172
340	0.6860615752
341	0.6860422738
342	0.6860198711
343	0.6860011462
344	0.6859745369
345	0.6859453746
346	0.6859201575
347	0.6859069608
348	0.6858831748
349	0.6858636299
350	0.6858393723
351	0.6858151876
352	0.685807906
353	0.6857876033
354	0.6857773556
355	0.685755777
356	0.6857358057
357	0.6857180133
358	0.6856904448
359	0.6856711297
360	0.6856507274
361	0.6856243208
362	0.6855999042
363	0.6855727425
364	0.6855537486
365	0.6855257816
366	0.6854991619
367	0.6854863949
368	0.6854594196
369	0.6854399629
370	0.6854170159
371	0.6854080406
372	0.6853829138
373	0.6853586825
374	0.6853338415
375	0.6853082922
376	0.6852827539
377	0.6852568487
378	0.6852340101
379	0.6852128902
380	0.6851875767
381	0.6851823909
382	0.6851585925
383	0.6851548081
384	0.6851346438
385	0.6851246763
386	0.6851005222
387	0.6850736652
388	0.685053776
389	0.6850319856
390	0.6850272648
391	0.6850048626
392	0.6849930929
393	0.6849714959
394	0.6849517143
395	0.6849259951
396	0.6849007871
397	0.6848764492
398	0.6848618538
399	0.6848429601
400	0.6848187939
401	0.6847950216
402	0.6847740899
403	0.6847520702
404	0.6847275038
405	0.6847114617
406	0.684691517
407	0.6846677308
408	0.6846433557
409	0.6846356093
410	0.6846114648
411	0.6845825862
412	0.6845604441
413	0.684549042
414	0.6845306348
415	0.6845031894
416	0.6844811232
417	0.6844633023
418	0.6844450898
419	0.6844272205
420	0.6844088095
421	0.6843907282
422	0.6843659664
423	0.6843395682
424	0.6843185711
425	0.684291459
426	0.684264975
427	0.6842397838
428	0.6842175033
429	0.6842009704
430	0.6841838339
431	0.6841570363
432	0.6841348561
433	0.6841087992
434	0.6840844325
435	0.6840592752
436	0.6840507484
437	0.6840368142
438	0.6840189801
439	0.6839963852
440	0.6839846985
441	0.6839607586
442	0.6839359158
443	0.6839117066
444	0.683889566
445	0.6838658418
446	0.6838447888
447	0.6838177206
448	0.6838091527
449	0.6837895128
450	0.6837681842
451	0.68375465
452	0.6837324431
453	0.6837067069
454	0.6836796563
455	0.6836521498
456	0.6836430231
457	0.6836251645
458	0.6836034297
459	0.6835819736
460	0.6835786252
461	0.6835576774
462	0.6835350195
463	0.6835117556
464	0.6834896683
465	0.6834719503
466	0.6834541076
467	0.6834258186
468	0.6834078676
469	0.6833925796
470	0.6833706015
471	0.6833441003
472	0.6833341054
473	0.6833151654
474	0.6832914579
475	0.6832668562
476	0.6832480151
477	0.6832286727
478	0.6832145441
479	0.6831918276
480	0.6831715241
481	0.6831439813
482	0.683124694
483	0.6831006704
484	0.6830926475
485	0.683069048
486	0.6830630887
487	0.6830348954
488	0.6830234391
489	0.6829987904
490	0.6829696618
491	0.6829511979
492	0.6829244903
493	0.6828992527
494	0.6828771351
495	0.6828532873
496	0.6828253964
497	0.6828009274
498	0.6827778169
499	0.6827609205
500	0.6827356048
501	0.6827151231
502	0.6826978123
503	0.6826720728
504	0.682649643
505	0.6826248932
506	0.6825982252
507	0.6825850306
508	0.6825561564
509	0.6825384698
510	0.6825240569
511	0.6824993417
512	0.6824765213
513	0.6824501505
514	0.6824244575
515	0.6824041546
516	0.6823932383
517	0.6823714063
518	0.6823502076
519	0.6823315888
520	0.6823077551
521	0.6822889484
522	0.6822634234
523	0.6822380158
524	0.6822132371
525	0.6821883129
526	0.6821608674
527	0.6821368734
528	0.6821078587
529	0.6820941789
530	0.6820746477
531	0.6820519815
532	0.6820277234
533	0.6820170019
534	0.6820006371
535	0.6819744568
536	0.6819532505
537	0.6819318161
538	0.6819061798
539	0.6818810705
540	0.6818584373
541	0.6818306041
542	0.6818070589
543	0.6817960414
544	0.6817745447
545	0.6817506657
546	0.6817245257
547	0.6816992413
548	0.6816843298
549	0.6816657608
550	0.6816472063
551	0.6816171753
552	0.6815923377
553	0.68158195
554	0.6815556848
555	0.6815429191
556	0.681523611
557	0.681502923
558	0.6814820414
559	0.6814666428
560	0.6814572138
561	0.6814321704
562	0.6814113773
563	0.6813836555
564	0.6813584468
565	0.6813408209
566	0.6813158931
567	0.6813006607
568	0.6812924446
569	0.6812786857
570	0.6812675836
571	0.681243293
572	0.6812211113
573	0.681196001
574	0.6811777002
575	0.681153245
576	0.6811325654
577	0.6811101034
578	0.6810962466
579	0.6810726319
580	0.6810578134
581	0.6810332389
582	0.681012051
583	0.6809936425
584	0.6809697105
585	0.680944131
586	0.6809209562
587	0.680896152
588	0.6808699231
589	0.6808465935
590	0.6808241652
591	0.680794942
592	0.6807724957
593	0.6807538265
594	0.6807294096
595	0.680709915
596	0.6806943597
597	0.6806726863
598	0.6806677991
599	0.6806476488
600	0.6806319817
601	0.6806062739
602	0.6805825632
603	0.6805607937
604	0.6805354124
605	0.6805165892
606	0.6804922184
607	0.6804702394
608	0.680456995
609	0.6804464332
610	0.6804220318
611	0.6803994204
612	0.6803775824
613	0.6803525993
614	0.6803275366
615	0.680321673
616	0.6803101005
617	0.6803072821
618	0.6802813691
619	0.6802613686
620	0.6802388614
621	0.6802140494
622	0.6802087849
623	0.6801870551
624	0.6801628167
625	0.6801362355
626	0.6801116205
627	0.6801016568
628	0.6800804206
629	0.6800624319
630	0.6800447115
631	0.6800205285
632	0.680007394
633	0.6799824969
634	0.6799655469
635	0.6799407806
636	0.6799110672
637	0.6799030589
638	0.6798762432
639	0.6798549098
640	0.6798436201
641	0.6798389058
642	0.6798243882
643	0.6798011858
644	0.6797977956
645	0.679772942
646	0.6797509383
647	0.6797273491
648	0.679722677
649	0.6796999952
650	0.679681191
651	0.6796566485
652	0.679634713
653	0.6796092451
654	0.6795854269
655	0.6795633215
656	0.6795404417
657	0.6795174845
658	0.6794943767
659	0.6794709889
660	0.6794563712
661	0.6794315846
662	0.6794102142
663	0.6793924916
664	0.6793667952
665	0.6793444543
666	0.6793252079
667	0.6793031598
668	0.6792761398
669	0.6792500408
670	0.6792290795
671	0.6792062965
672	0.6791890831
673	0.6791659879
674	0.6791428967
675	0.6791270005
676	0.6791064359
677	0.6790838455
678	0.679063171
679	0.6790398828
680	0.6790222981
681	0.6790042882
682	0.6789842165
683	0.6789586993
684	0.6789342783
685	0.6789130809
686	0.6789003379
687	0.678883221
688	0.6788547022
689	0.6788310556
690	0.6788125056
691	0.6787894582
692	0.6787665601
693	0.6787437197
694	0.6787174114
695	0.6786937498
696	0.6786780407
697	0.6786623102
698	0.6786496045
699	0.6786221468
700	0.6786025396
701	0.6785776399
702	0.6785565893
703	0.6785316685
704	0.6785172232
705	0.6784969232
706	0.6784729495
707	0.6784494332
708	0.6784338418
709	0.678407458
710	0.6783789915
711	0.6783538794
712	0.6783280578
713	0.6783078535
714	0.6782816697
715	0.6782583532
716	0.678233305
717	0.6782064302
718	0.6781849711
719	0.6781613267
720	0.6781438
721	0.6781294708
722	0.6781036816
723	0.6780849195
724	0.6780588161
725	0.6780513035
726	0.678028334
727	0.6780017112
728	0.6779784643
729	0.6779609971
730	0.6779384518
731	0.6779307823
732	0.6779130676
733	0.6778930225
734	0.6778748356
735	0.6778526183
736	0.6778285018
737	0.6778049107
738	0.6777812654
739	0.6777540737
740	0.6777313438
741	0.6777083919
742	0.6776842153
743	0.6776588186
744	0.6776393799
745	0.6776254038
746	0.6775981179
747	0.67758042
748	0.6775664301
749	0.6775406908
750	0.6775215384
751	0.6774945973
752	0.6774683244
753	0.6774519748
754	0.6774425463
755	0.6774218507
756	0.6774106212
757	0.6773826599
758	0.6773576318
759	0.6773326102
760	0.6773080029
761	0.6772849136
762	0.6772622423
763	0.6772396907
764	0.6772153834
765	0.6771900273
766	0.6771653577
767	0.6771424534
768	0.6771145501
769	0.6770915427
770	0.6770791327
771	0.6770554723
772	0.6770380628
773	0.6770161468
774	0.6769920272
775	0.6769759194
776	0.6769603853
777	0.676931381
778	0.6769093027
779	0.6768846695
780	0.6768573183
781	0.6768307502
782	0.676809511
783	0.6767894983
784	0.676782605
785	0.6767584267
786	0.6767354443
787	0.6767128573
788	0.6766980266
789	0.6766777324
790	0.67666204
791	0.6766534362
792	0.6766276134
793	0.6766092507
794	0.6765884297
795	0.6765699354
796	0.6765499299
797	0.6765251998
798	0.6765033545
799	0.6764842893
800	0.6764556461
801	0.6764357677
802	0.6764105742
803	0.6763880262
804	0.6763628688
805	0.6763420914
806	0.6763167701
807	0.6762932523
808	0.6762709316
809	0.6762589424
810	0.6762351087
811	0.6762171859
812	0.6761903879
813	0.6761665389
814	0.6761479769
815	0.6761225519
816	0.676101007
817	0.6760822133
818	0.6760571405
819	0.6760340032
820	0.676026914
821	0.676000052
822	0.6759753043
823	0.6759485752
824	0.6759287769
825	0.6759032661
826	0.6758828663
827	0.6758656775
828	0.6758431992
829	0.6758236555
830	0.675796589
831	0.6757759101
832	0.6757578303
833	0.6757374429
834	0.6757158846
835	0.6756915476
836	0.6756699006
837	0.675651301
838	0.6756293069
839	0.6756049642
840	0.6755801506
841	0.6755601732
842	0.6755351663
843	0.6755107639
844	0.6754893051
845	0.6754622837
846	0.6754425979
847	0.6754172744
848	0.6753965288
849	0.6753687072
850	0.6753442934
851	0.6753156865
852	0.6752953631
853	0.6752708826
854	0.675256428
855	0.6752418695
856	0.6752226892
857	0.6751984225
858	0.675180131
859	0.6751587599
860	0.6751376357
861	0.6751138985
862	0.6750937577
863	0.6750712663
864	0.6750541496
865	0.6750340742
866	0.6750104643
867	0.6749837105
868	0.6749605879
869	0.6749449054
870	0.674918319
871	0.6748978809
872	0.6748750227
873	0.6748609975
874	0.6748396682
875	0.6748180733
876	0.6747954025
877	0.6747740175
878	0.6747483194
879	0.6747222242
880	0.6746958045
881	0.674672748
882	0.6746644581
883	0.6746549281
884	0.6746300996
885	0.6746144832
886	0.6745922431
887	0.6745725534
888	0.6745539021
889	0.6745314856
890	0.6745126353
891	0.6744961494
892	0.6744706603
893	0.6744420215
894	0.6744229659
895	0.6744037611
896	0.674382641
897	0.6743657726
898	0.6743441278
899	0.6743245563
900	0.6743068055
901	0.6742909944
902	0.674278928
903	0.6742555165
904	0.6742358219
905	0.6742244206
906	0.6742045062
907	0.674184109
908	0.6741600526
909	0.6741367119
910	0.6741311455
911	0.6741076764
912	0.6741002356
913	0.6740812821
914	0.6740693153
915	0.6740494313
916	0.6740238806
917	0.67399742
918	0.6739868429
919	0.6739800406
920	0.6739522412
921	0.6739389904
922	0.6739175517
923	0.6738910066
924	0.6738672697
925	0.6738527388
926	0.6738300348
927	0.6738052001
928	0.6737805163
929	0.6737558332
930	0.6737455249
931	0.673724657
932	0.6737011079
933	0.673682281
934	0.6736566037
935	0.6736328002
936	0.6736109283
937	0.6735889881
938	0.6735735096
939	0.6735508804
940	0.6735300793
941	0.6735059012
942	0.6734836538
943	0.6734588122
944	0.6734341688
945	0.6734093075
946	0.6733827028
947	0.6733579213
948	0.6733322059
949	0.6733178157
950	0.6732978319
951	0.6732785534
952	0.6732528152
953	0.6732313087
954	0.6732091852
955	0.6731835518
956	0.6731615149
957	0.6731418228
958	0.6731270403
959	0.6731069408
960	0.6730903207
961	0.6730629159
962	0.673037114
963	0.6730103796
964	0.6729847795
965	0.6729608663
966	0.6729403104
967	0.6729178325
968	0.6728912868
969	0.6728734739
970	0.6728506221
971	0.6728305202
972	0.6728030965
973	0.6727868791
974	0.6727803906
975	0.672760919
976	0.6727491348
977	0.6727223081
978	0.6726989155
979	0.6726697511
980	0.6726490649
981	0.6726274342
982	0.6726216049
983	0.6725958023
984	0.6725729556
985	0.6725451725
986	0.6725234034
987	0.6725104353
988	0.6724859513
989	0.6724609247
990	0.6724425554
991	0.6724193103
992	0.672396403
993	0.6723750539
994	0.6723521892
995	0.6723294538
996	0.6723111522
997	0.6722915563
998	0.6722708942
999	0.6722444602
